title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Bonjour les amis Volume 2",2,3,14,45,2,26,18,28,448.3421,23
"Aladdin and the magic lamp",2,15,10,53,2,26,18,33,398.22,11
"magic paintbrush a story from China",2,5,14,7,2,26,18,49,398.20951,21
"All about the senses",1,15,18,20,2,26,19,1,612.8,42
"Lots lots of trains Vol 3 Roaring down the rails",1,22,16,11,2,26,19,22,625.2,35
"Signing time Volume 3 Everyday signs",1,31,17,48,2,26,19,23,419.7,26
Flight,2,13,17,14,2,26,19,23,629.1301,13
"Fun on the farm 2",2,13,17,14,2,26,19,24,630,13
"Signing time Volume 2 Playtime signs",1,31,17,48,2,26,19,24,419.7,26
"Phonics 4 babies Babys first words",2,15,14,51,2,26,19,24,649.68,11
"Animal atlas Fun on the farm",2,13,17,14,2,26,19,24,630.68,13
"Im a potty princess potty training for girls",2,20,11,59,2,27,11,5,649.62,6
"All about volcanoes",1,18,16,17,2,27,11,13,551.21,39
"Sid the science kid Feeling good inside and out",1,12,17,4,2,27,11,22,613.0432,45
"Sid the science kid Sids sense ational adventures",1,12,17,4,2,27,11,22,500,45
"Lets learn how to draw",1,31,17,38,2,27,11,28,741.2,26
"Zoboomafoo Pets",2,13,15,12,2,27,11,35,590,13
"Eyewitness Volcano",2,14,16,29,2,27,11,39,551.21,12
"Elmos potty time",2,20,11,2,2,27,11,49,649.62083,7
"School house rock Election collection",2,13,11,21,2,27,11,49,320.973,14
"Adventures with trains",1,16,12,9,2,27,11,52,625.1,41
"Lots lots of trucks Vol 1 Hard workin trucks",1,16,12,9,2,27,11,52,629.224,41
"National parks for kids",2,13,11,45,2,27,11,53,917.30492,14
"Signing time Volume 13 Welcome to school",2,13,10,56,2,27,11,53,419.7,14
"Animal atlas Family time",1,23,14,5,2,27,11,55,590,34
"St Patricks Day",2,16,13,23,2,27,12,9,394.262,10
"Martin Luther King Jr",1,18,17,50,2,27,12,20,323.092,39
"March on the day my brother Martin changed the world and more stories about African American history",1,18,17,49,2,27,12,21,973.0496,39
"Awesome animal builders",2,25,15,17,2,27,12,37,591.564,1
"Lets draw peoples bodies",2,17,15,22,2,27,12,59,743.4,9
"Nature for kids Beginning Spanish the fun and easy way to learn Spanish",2,15,16,37,2,27,12,59,468.24,11
"Tang Monk disciples Monkey King Tang Seng shou Mei hou wang wei tu",2,15,16,37,2,27,12,59,398.20951,11
"iKnow animals letters sounds Vol 2",1,16,10,40,2,27,13,4,372.465,42
"German for babies toddlers and preschoolers Disc 3 Playtime",2,13,19,15,2,27,13,23,438.3421,13
"Dance with the animals",2,21,17,12,2,27,13,25,500,5
"Arabic for babies toddlers and preschoolers Disc 2 Wake up smiling",1,22,15,45,2,27,13,29,492.7071,35
"Japanese Disc 2 Wake up smiling",1,22,15,45,2,27,13,29,495.68342,35
"Spanish 2 Wake up smiling",1,22,15,45,2,27,13,29,468.3421,35
"Mandarin Chinese 2 Wake up smiling",1,22,15,45,2,27,13,29,495.13421,35
"potty movie for boys starring Henry",1,23,13,8,2,27,13,41,649.62,35
"Im a potty pirate potty training for boys",2,7,13,7,2,27,13,45,649.62,20
"Sing and dance with Barney",2,20,13,28,2,27,13,53,782.42083,7
"I can go potty potty training for boys and girls",2,20,13,28,2,27,13,54,649.62083,7
"Danger Rangers Mission 547 safety rules",2,20,13,28,2,27,13,54,613.6,7
"Wild about safety Safety smart at home",2,20,13,28,2,27,13,54,363.13,7
"Teaching signs for baby minds 1 Everyday signs",1,2,19,47,2,27,13,54,419.7,55
"Im a potty pirate potty training for boys",2,20,13,28,2,27,13,54,649.62,7
"Perfectly princess",2,20,13,28,2,27,13,54,782.42083,7
"Aladdin and the magic lamp",2,20,13,28,2,27,13,54,398.22,7
"Baby signing time Volume 3 A new day",1,2,19,47,2,27,13,55,419,55
"Getting to know Thomas Jefferson third president",1,30,15,59,2,27,13,56,973.46092,27
"Sid the science kid Sid in motion",2,2,12,54,2,27,13,57,500,25
"Hip hop for kids Pop Lock and Break",2,20,13,43,2,27,14,1,782.42164,7
"Sid the science kid Going going green",2,21,17,13,2,27,14,6,791.4575,5
"Fizzys lunch lab Fresh foods 101",2,2,12,55,2,27,14,8,613.2,25
"Signing time Volume 2 Playtime signs",1,30,15,6,2,27,14,11,419.7,27
"Sid the science kid Feeling good inside and out",1,17,18,55,2,27,14,13,613.0432,40
"The He Tre 99",2,20,13,23,2,27,14,16,782.42083,7
"Watch learn French with Professor Toto Part II Professor Totos house",2,21,18,22,2,27,14,16,448.3421,5
"Hoc dÂ nh van 1 Moi ngâ¦y 5 phÂ£t hoc tieng Viet",2,20,13,24,2,27,14,16,495.922,7
"Harriet Tubman",2,9,16,32,2,27,14,16,973.7115,17
"Chuyen co tÂ¡ch cua bâ 1",2,20,13,24,2,27,14,16,398.20959,7
"Ã©t cung",2,20,13,24,2,27,14,16,782.42083,7
"Ca nhac thieu nhi",2,20,13,23,2,27,14,16,782.42083,7
"Co tÂ¡ch Viet Nam 1",2,20,13,23,2,27,14,16,398.20959,7
"Signing time Practice time ABCs Level 1",2,17,16,58,2,27,14,18,419.7,9
"Ca nhac XuÆn Mai 1",2,20,13,24,2,27,14,19,782.42083,7
"Rainbows in the sea",2,19,10,41,2,27,14,21,577.789,8
Cat,2,13,15,39,2,27,14,29,599.75,13
"Activity TV Cooking snacks",2,25,19,18,2,27,14,31,641.5123,1
"magic school bus catches a wave",2,2,16,36,2,27,15,36,553.7,24
"magic school bus Bugs bugs bugs",2,2,16,36,2,27,15,37,595.7,24
"Wonders down under",2,26,17,10,2,27,15,49,591.994,0
"Bonjour les amis Volume 1",2,19,13,56,2,27,15,54,448.3421,8
"Bonjour les amis Volume 2",2,10,16,8,2,27,15,54,448.3421,16
"Bonjour les amis Volume 3",2,5,13,9,2,27,15,54,448.3421,22
"Peep and the big wide world Peep explores",2,14,15,52,2,27,15,58,372.35,13
"John Deere earth mover action",2,14,16,49,2,27,16,21,629.225,12
"So you want to be president and more stories to celebrate American history",1,22,14,26,2,27,16,26,352.23709,36
"How did that get in my lunchbox the story of food",1,22,14,26,2,27,16,27,641.3,36
Flight,2,20,16,6,2,27,16,30,629.132,7
"Taste my world",2,20,16,6,2,27,16,30,612.87,7
"fantasy garden ballet class",2,24,16,50,2,27,16,44,792.8,2
"Signing time Series 2 volume 5 Going outside",2,13,12,18,2,27,16,45,419.7,14
"Butterfly moth",2,20,17,5,2,27,16,50,595.78,6
"Susan B Anthony",2,13,16,36,2,27,17,4,305.42092,14
"Chased by dinosaurs",2,13,17,14,2,27,17,5,567,13
"English ESL 2 Wake up smiling",1,18,16,30,2,27,17,8,428.3461,40
"All your childs favorites",1,23,18,16,2,27,17,9,649.68,34
"English ESL 4 In my home",1,18,16,30,2,27,17,9,428.3461,40
"Discovering colors Descubriendo los colores",1,23,18,16,2,27,17,9,535.6,34
"magic school bus Bugs bugs bugs",1,26,15,38,2,27,17,14,595.7,32
"scoop on poop",1,26,15,38,2,27,17,14,612.36,32
"magic school bus catches a wave",2,4,19,29,2,27,17,14,553.7,22
"magic school bus Creepy crawly fun",1,26,15,39,2,27,17,14,534,32
"magic school bus Human body",1,26,15,39,2,27,17,14,612,32
"Italian Disc 5 Happy sad and silly",2,13,14,40,2,27,17,15,458.3421,14
"Signing time Series 2 volume 5 Going outside",2,20,12,12,2,27,17,16,419.7,7
"Signing time Practice time 123s Level 1",2,20,12,12,2,27,17,17,419.7,7
"magic school bus Super sports fun",2,13,10,20,2,27,17,19,530,14
"Harriet Tubman",2,22,12,36,2,27,17,21,973.7115,5
"Italian Disc 1 Eating and drinking",2,13,14,40,2,27,17,21,458.3421,14
"Italian Disc 4 In my home",2,13,14,40,2,27,17,21,458.3421,14
"Get fit kids vol 1 Hustle bustle move your muscles",1,31,15,20,2,27,17,23,613.7042,27
"Popular mechanics for kids Lightning and other forces of nature",2,23,15,26,2,27,17,40,551.5632,4
"French Disc 4 In my home",2,13,15,1,2,27,17,47,448.3421,14
"Meerkat manor Season one",2,21,13,50,2,27,17,53,599.742,6
"Elmos world Food water exercise",2,9,16,18,2,27,17,54,613.7042,18
"magic school bus Holiday special",2,23,16,56,2,27,18,4,333.72,4
"magic school bus Space adventures",2,23,16,56,2,27,18,6,523,4
"Sid the science kid Gizmos and gadgets",2,27,16,30,2,27,18,45,621.8,0
"Kidz bop Dance moves",2,23,15,55,2,27,19,2,793.3,4
"little primaballerina ballet training for children",2,19,15,37,2,27,19,11,792.8,8
"Mighty machines Big wheels rollin",2,15,13,24,2,27,19,14,629.225,12
"I love toy trains Parts 1 2 3",2,15,13,24,2,27,19,14,625.19,12
"I love toy trains Parts 7 8 9",2,15,13,24,2,27,19,15,625.19,12
"science of Disney imagineering Animal adaptations communication",2,15,13,24,2,27,19,15,591.59,12
"Danger Rangers Mission 547 safety rules",2,13,15,1,2,27,19,16,613.6,14
"Fairy dancing",2,13,14,57,2,27,19,17,791.4372,14
Gravity,2,17,15,45,2,28,9,52,531.14,10
"Barack Obama the story of our 44th president",2,17,15,44,2,28,9,52,973.93209,10
Planets,2,17,15,44,2,28,9,52,523.4,10
"science of Disney imagineering Friction",2,17,15,46,2,28,9,56,531.1134,10
"Electric Companys greatest hits bits",2,17,15,44,2,28,9,57,791.45,10
"Fairy dancing",2,22,17,12,2,28,10,2,791.4372,5
"Sid the science kid Gizmos and gadgets",1,23,12,5,2,28,10,3,621.8,35
Rembrandt,2,17,15,45,2,28,10,3,759.9492,10
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",2,23,10,9,2,28,10,6,221.9505,4
Moses,2,27,15,22,2,28,10,6,222.1092,0
"Noahs ark",2,27,15,22,2,28,10,6,222.11095,0
"Schoolhouse rock Grammar",2,16,13,24,2,28,10,12,428,11
Fish,2,22,17,46,2,28,10,54,597,5
"Wiggles The Wiggles go bananas",2,19,17,25,2,28,10,55,782.42083,8
"John Deere earth mover action",2,19,17,26,2,28,10,55,629.225,8
"Wiggles Here comes the big red car",2,19,17,25,2,28,10,55,782.42083,8
"Mighty machines Lights ladders",2,19,17,26,2,28,10,55,629.224,8
"Wiggles Lets eat",2,19,17,25,2,28,10,55,782.42083,8
"Mighty machines Machines on the job",2,19,17,26,2,28,10,55,621.8,8
"Sesame Street Big Bird in Japan",2,17,15,0,2,28,11,21,915.204,10
"Shakespeare the animated tales Volume 1",2,6,17,57,2,28,11,29,822.33,21
"Noahs ark",1,17,11,43,2,28,11,45,222.11095,42
"magic school bus catches a wave",2,17,13,36,2,28,11,53,553.7,10
"Spanish 1 Eating and drinking",2,7,11,46,2,28,13,6,468.3421,21
"Baby signing time Volume 3 A new day",1,19,12,41,2,28,13,9,419,40
"Baby signing time Volume 1",2,7,11,47,2,28,13,9,419,21
"Spanish Disc 4 In my home",1,28,18,52,2,28,13,17,468.3421,30
"Spanish Disc 5 Happy sad and silly",2,7,11,46,2,28,13,17,468.3421,21
"Spanish Disc 6 I can count",1,28,18,52,2,28,13,20,468.3421,30
"Rock n learn Alphabet circus",1,16,10,40,2,28,13,20,372.465,43
"Muzzy French",2,19,10,59,2,28,13,27,448.3421,9
"Globe toddlers Adventures in France",2,4,14,16,2,28,13,28,448.2421,23
"city of bees",2,16,11,48,2,28,13,33,638.1,12
Bird,1,24,13,44,2,28,13,33,598,34
"Families of Guatemala",2,8,17,48,2,28,13,38,972.81,19
"Families of Afghanistan",2,8,17,48,2,28,13,38,958.1,19
"Rocks soil",2,14,13,10,2,28,13,42,552,14
"Lots lots of trains Vol 2 Thunder on the tracks",2,14,13,10,2,28,13,42,625.2,14
"All about John Deere for kids Part 4",2,14,13,10,2,28,13,42,629.225,14
"Mighty machines Ships ahoy Super machines Ohâ du bateau",2,17,16,23,2,28,13,44,623.82,10
Addition,2,16,11,48,2,28,13,46,513.211,12
"Lets explore autumn and winter",2,16,11,54,2,28,13,49,508.2,12
Gravity,1,20,14,2,2,28,14,2,531.14,39
"1st 7th grade math tutor 7 hour video course",2,3,14,15,2,28,14,20,513.2,25
"Monkey king wreaks havoc in heaven",2,27,11,27,2,28,14,29,398.20951,1
Life,2,15,10,50,2,28,14,54,570,13
"Rock n learn Getting ready for kindergarten",2,1,15,48,2,28,14,55,372.218,26
"Signing time Series 2 volume 4 My favorite season",2,14,11,58,2,28,14,56,419.7,14
"Beyond phonics Level 1",1,30,14,26,2,28,15,1,372.4,29
Biodiversity,2,19,10,42,2,28,15,7,574.5,9
Cat,2,15,10,50,2,28,15,9,599.75,13
"world of learning Volume 1",2,6,12,4,2,28,15,17,629.2222,22
"David Goliath",2,19,12,48,2,28,15,17,222.4092,9
"Bremen town musicians",2,2,17,21,2,28,15,30,398.2452,25
"Jack and the beanstalk",2,2,17,21,2,28,15,30,398.20942,25
"Johnny Appleseed",2,2,17,21,2,28,15,30,398.22,25
Migration,2,21,15,18,2,28,15,39,591.568,7
"Time for manners Vol 2 Table time",2,20,15,40,2,28,15,51,395.54,8
"Dance learn Chinese with Mei Mei",2,14,14,16,2,28,16,0,495.18342,14
"Mandarin Chinese 2 Wake up smiling",2,14,12,51,2,28,16,18,495.13421,14
"Learn magic with Lyn",2,14,12,51,2,28,16,18,793.8,14
"Mandarin Chinese 3 Playtime",2,14,12,51,2,28,16,19,495.13421,14
"Spanish 3 Playtime",2,14,12,51,2,28,16,19,468.3421,14
"Noahs ark",1,31,13,11,2,28,16,26,222.11095,28
"Sid the science kid Sids backyard campout",2,14,18,10,2,28,16,26,796.54,13
Life,2,15,15,5,2,28,16,28,570,13
Amphibian,2,21,16,51,2,28,16,49,597.8,6
"Free to be you and me",1,28,12,56,2,28,17,0,810.8,31
Electricity,1,14,15,57,2,28,17,3,537,45
"Families of Egypt",1,30,14,6,2,28,17,9,962.055,29
"All about fossils",1,24,12,2,2,28,17,39,560,35
"All about Earths history",1,24,12,2,2,28,17,40,551.7,35
"Sportscamp Basketball",1,23,12,17,2,28,17,40,796.3232,36
"Timoon and the Narwhal a story from Canada",2,20,10,44,2,28,17,48,398.20971,8
"All about soil",2,9,14,12,2,28,17,55,551.305,19
"Beyond phonics Level 1",1,25,12,54,2,28,17,56,372.4,34
"Beyond phonics Level 2",1,25,12,54,2,28,17,56,372.4,34
"Im a ballerina now",2,23,16,51,2,28,17,59,792.8,5
"magic school bus Space adventures",2,15,14,41,2,28,18,5,523,13
"Mandarin Chinese 1 Eating and drinking",2,21,18,42,2,28,18,40,495.13421,6
"Wild about safety Safety smart goes green",2,12,10,11,2,28,18,56,363.7,16
"Meet the sight words 2",2,15,16,53,2,28,18,58,372.462,13
"Sid the science kid Sids backyard campout",2,15,16,53,2,28,18,58,796.54,13
"Sid the science kid Sids sing along",2,15,16,58,2,28,18,59,782.42083,13
"Meet the sight words 1",2,15,16,58,2,28,18,59,372.462,13
"Meet the sight words 3",2,15,16,58,2,28,18,59,372.462,13
"Sid the science kid Gizmos and gadgets",2,15,14,20,2,28,19,1,621.8,13
"British Isles",1,19,16,26,2,28,19,14,914.1,40
"little travelers Episode 4 Iran",1,16,16,34,2,28,19,14,915.5,43
Japan,1,19,16,26,2,28,19,15,915.2,40
Germany,1,19,16,26,2,28,19,15,914.304,40
Bali,1,19,16,26,2,28,19,16,915.986,40
"Wiggles Lets eat",2,26,10,30,3,1,10,24,782.42083,2
"Baby signing time Volume 3 A new day",2,19,11,31,3,1,10,46,419,9
"My gym at home fun with Monique",2,19,11,31,3,1,10,46,613.7042,9
"Sea to shining sea stories of America",2,19,11,31,3,1,10,46,304.873,9
"Baby gourmet The first course",2,19,11,31,3,1,10,46,613.20832,9
"Signing time Series 2 volume 7 My favorite sport",2,21,11,33,3,1,11,35,419.7,8
Horse,2,1,12,21,3,1,11,57,636.1,27
"Adventures with Wink Blink A day in the life of a garbage truck",2,23,14,9,3,1,12,2,628.4,5
"I spy A runaway robot and other stories",2,16,12,32,3,1,13,3,793.735,13
"Mighty machines Tremendous tools",2,11,14,38,3,1,13,44,621.8,17
"science of Disney imagineering Newtons 3 laws of motion",2,22,15,2,3,1,14,9,531,6
"science of Disney imagineering Friction",2,22,15,2,3,1,14,9,531.1134,6
"science of Disney imagineering Gravity",2,22,15,2,3,1,14,9,531.14,6
"Young Filmmakers Club Digital video editing",2,21,19,42,3,1,14,12,778.593,7
Fish,2,15,13,33,3,1,14,16,597,14
"School house rock Money rock",2,21,19,42,3,1,14,18,332.024,7
"Rip roaring roller coasters and all access to fun",2,24,16,39,3,1,14,24,791.068,4
"All about trains for kids",2,24,16,39,3,1,14,24,625.1,4
"Sesame Street 25 wonderful years a musical celebration",2,23,13,53,3,1,14,25,782.42083,6
MicroCosmos,2,25,12,24,3,1,14,26,595.7,4
"Japanese Disc 3 Playtime",2,20,10,11,3,1,14,27,495.68342,9
"Shanti Generation yoga skills for youth peacemakers",2,20,10,11,3,1,14,27,613.7046,9
"May I pet your dog the how to guide for kids meeting dogs and dogs meeting kids",2,12,13,58,3,1,14,28,636.70893,17
"Elmos potty time",2,8,10,52,3,1,14,28,649.62083,21
"Linnea in Monets garden",2,12,13,58,3,1,14,28,759.4,17
"Between the lions Get cooking 8 stories fun activities",2,15,13,33,3,1,14,30,372.465,14
"Fairy dancing",2,22,15,20,3,1,14,33,791.4372,6
"Between the lions Farmer Kens puzzle",1,31,15,59,3,1,14,35,372.465,28
"Zoboomafoo Wild creatures furry fashion",1,26,10,3,3,1,14,36,590,34
"Between the lions Get cooking 8 stories fun activities",1,31,15,59,3,1,14,36,372.465,28
"Signing time Volume 8 The great outdoors",2,11,18,49,3,1,14,40,419.7,17
"Drumming for kids making the basics fun easy",2,20,15,13,3,1,14,42,786.9193,8
"Baby ballet",1,12,12,23,3,1,14,43,792.8,48
"Activity TV Cooking snacks",1,18,15,14,3,1,14,55,641.5123,41
"Rock n learn Multiplication rap",2,20,16,47,3,1,14,59,513.213,8
Bali,2,2,16,57,3,1,15,6,915.986,26
"All about the brain",1,20,14,39,3,1,15,6,612.82,40
"Valentines Day",3,1,10,32,3,1,15,14,394.2618,0
Bali,2,13,11,22,3,1,15,19,915.986,16
"Globe toddlers Adventures in France",2,16,16,37,3,1,15,26,448.2421,12
"All about the water cycle",2,22,18,0,3,1,15,27,551.48,6
"Rock n learn Letter sounds",1,20,14,39,3,1,15,27,372.465,40
"emergence of modern America the Great Depression WWII the 26th 32nd presidents",2,15,12,18,3,1,15,28,973.099,14
"Elmos potty time",2,25,11,45,3,1,15,33,649.62083,4
"Muzzy German",2,15,15,23,3,1,15,40,438.3421,14
"Einsteins math video tutor Volume three ages 7 9",1,28,17,25,3,1,15,41,510,31
"Activity TV Cooking snacks",2,28,19,15,3,1,15,43,641.5123,0
"School house rock Earth",2,17,14,41,3,1,15,45,333.72,12
"Shakespeare the animated tales Volume 1",1,14,13,8,3,1,15,50,822.33,46
"Adventures with dance",2,19,16,29,3,1,15,55,792.8,9
"Budding ballerinas pre ballet with Mary Carpenter",2,19,16,29,3,1,15,55,792.8,9
"ballerina me",2,19,16,29,3,1,15,55,792.8,9
"Activity TV Halloween Vol 2",2,15,11,0,3,1,15,58,745.59416,14
"All about John Deere for kids Part 4",2,22,16,26,3,1,16,1,629.225,6
"Co tÂ¡ch Vietnam 3",2,22,16,58,3,1,16,11,398.20959,6
"Our feathered friends adventures on a chicken farm",2,10,14,9,3,1,16,12,636.5,19
"Mabela the clever an African folktale",2,26,15,16,3,1,16,19,398.2096,3
"I want to be a hula dancer and wear a flower lei",1,30,17,30,3,1,16,35,793.31996,29
"way things work Musical instruments",2,12,19,49,3,1,17,13,784.19,16
"Mandarin Chinese 3 Playtime",1,12,16,8,3,1,17,21,495.13421,48
"Mandarin Chinese 2 Wake up smiling",2,17,15,0,3,1,17,22,495.13421,12
"Wild about safety Safety smart about fire",2,22,16,48,3,1,17,26,363.377,7
"Mandarin Chinese 1 Eating and drinking",2,17,15,0,3,1,17,27,495.13421,12
"Wild about safety Timon and Pumbaa Safety smart online",2,22,16,48,3,1,17,32,004.67808,7
"Beyond phonics Level 1",2,3,14,15,3,1,17,33,372.4,26
"Beyond phonics Level 2",2,3,14,15,3,1,17,33,372.4,26
"Dive into diversity",2,25,11,40,3,1,17,34,591.77,4
Dog,2,16,11,47,3,1,17,35,599.77,13
"multi coloured jackal a tale from India",2,12,19,7,3,1,17,43,398.20954,16
China,2,17,15,44,3,1,17,46,951,12
"science of Disney imagineering Energy",2,17,15,45,3,1,17,46,530,12
"Families of Kenya",2,19,12,15,3,1,17,56,967.62,10
"Living room magic Volume 2",2,16,15,19,3,1,17,58,793.8,13
"Taste my world",2,16,15,19,3,1,17,58,612.87,13
"Classical baby The dance show",1,22,19,39,3,1,19,14,793.3083,37
"Praises and smiles",1,22,19,39,3,1,19,14,782.42171,37
"Activity TV Cooking lunches desserts",1,20,16,42,3,2,10,6,641.5123,40
"English ESL 6 I can count",2,20,17,34,3,2,10,13,428.3461,9
"animated Passion for the whole family",2,24,14,10,3,2,10,18,232.96,5
"Wild about safety Safety smart healthy fit",2,15,13,6,3,2,11,4,613,14
"Sid the science kid Going going green",2,15,13,6,3,2,11,5,791.4575,14
Energy,2,2,17,56,3,2,11,24,531.6,27
"Rock n learn Human body",2,16,12,24,3,2,11,39,612,13
"Schoolhouse rock Science",2,22,15,25,3,2,11,39,500,7
"Fairy dancing",2,17,14,11,3,2,11,39,791.4372,12
"Spanish 3 Playtime",2,16,11,59,3,2,11,47,468.3421,13
"miracles of Jesus",2,28,10,8,3,2,11,49,232.955,2
"Snowplows on patrol",2,14,19,57,3,2,11,57,625.763,15
"Introduction to robotics",2,14,19,57,3,2,11,57,629.892,15
"Shalom sesame Volume 10 The sticky shofar",2,14,19,57,3,2,11,57,394.267,15
"Time for manners Vol 2 Table time",2,14,19,57,3,2,11,58,395.54,15
"Hear my world",2,14,19,58,3,2,11,58,612.85,15
"best of Mighty machines flying racing rolling",2,14,19,57,3,2,11,59,629.225,15
"Rock n learn Phonics Volumes I II",2,14,19,58,3,2,11,59,372.465,15
"Shalom sesame Volume 11 Monsters in the sukkah",2,14,19,58,3,2,11,59,394.267,15
Flight,2,19,13,59,3,2,12,9,629.1301,10
Fire,2,28,19,52,3,2,12,13,353.979,1
"Signing time Series 2 volume 11 Once upon a time",2,16,11,2,3,2,12,28,419.7,14
"Families of France",2,17,15,55,3,2,12,30,944.084,12
"Susan B Anthony",1,25,15,36,3,2,12,46,305.42092,35
"Rock n learn Multiplication rap",1,25,17,2,3,2,12,46,513.213,35
"Cesar Chavez",1,28,15,27,3,2,12,46,331.8813,32
"Signing time Series 2 volume 13 Who has the frog",2,16,14,41,3,2,12,47,419.7,13
"Nursery tap hip to toe Vol 1 Along came a spider",1,26,12,24,3,2,12,50,792.7,35
Dinosaur,2,25,14,31,3,2,12,59,567.9,4
"Schoolhouse rock",2,4,14,43,3,2,13,7,372,25
Amphibian,1,28,11,47,3,2,13,8,597.8,33
Cat,1,25,12,42,3,2,13,8,599.75,36
Seashore,1,28,11,47,3,2,13,8,578.7699,33
"alphabet zoo a fun way to learn letters and phonics",2,25,15,8,3,2,13,21,411,4
"Skill building buddies Sharing and taking turns",2,25,15,8,3,2,13,30,618.92858,4
"Meet the phonics Letter sounds",2,25,15,8,3,2,13,30,372.465,4
"Martin Luther King Jr",2,26,19,5,3,2,13,33,323.092,3
